Rows: 64
Cols: 64
Channels: 3
Type: 21

[65.060997, 71.221001, 78.32] [65.060997, 71.221001, 78.32] [64.060997, 70.221001, 77.32] [63.060997, 69.221001, 76.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [60.060997, 66.221001, 73.32] [60.060997, 66.221001, 73.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [63.060997, 69.221001, 76.32] [62.060997, 68.221001, 75.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [63.060997, 69.221001, 76.32] [63.060997, 69.221001, 76.32] [64.060997, 70.221001, 77.32] [64.060997, 70.221001, 77.32] [65.060997, 71.221001, 78.32] [65.060997, 71.221001, 78.32] [65.060997, 71.221001, 78.32] [64.060997, 70.221001, 78.32] [63.060997, 69.221001, 79.32] [63.060997, 69.221001, 79.32] [63.060997, 69.221001, 79.32] [63.060997, 69.221001, 79.32] [64.060997, 70.221001, 78.32] [64.060997, 70.221001, 78.32] [65.060997, 71.221001, 78.32] [65.060997, 71.221001, 78.32] [65.060997, 71.221001, 78.32] [65.060997, 71.221001, 77.32] [65.060997, 72.221001, 76.32] [64.060997, 72.221001, 75.32] [63.060997, 72.221001, 74.32] [62.060997, 72.221001, 73.32] [62.060997, 72.221001, 73.32] [61.060997, 71.221001, 72.32] [60.060997, 70.221001, 71.32] [59.060997, 69.221001, 70.32] [60.060997, 70.221001, 71.32] [60.060997, 70.221001, 72.32] [60.060997, 71.221001, 73.32] [60.060997, 71.221001, 74.32] [61.060997, 72.221001, 75.32] [61.060997, 72.221001, 76.32] [61.060997, 71.221001, 77.32] [61.060997, 71.221001, 78.32] [60.060997, 70.221001, 77.32] [58.060997, 69.221001, 76.32] [55.060997, 68.221001, 75.32] [53.060997, 66.221001, 74.32] [51.060997, 64.221001, 72.32] [50.060997, 63.221001, 71.32] 
[65.060997, 71.221001, 78.32] [64.060997, 70.221001, 77.32] [64.060997, 70.221001, 77.32] [63.060997, 69.221001, 76.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [60.060997, 66.221001, 73.32] [60.060997, 66.221001, 73.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [63.060997, 69.221001, 76.32] [62.060997, 68.221001, 75.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [63.060997, 69.221001, 76.32] [63.060997, 69.221001, 76.32] [64.060997, 70.221001, 77.32] [64.060997, 70.221001, 77.32] [65.060997, 71.221001, 78.32] [65.060997, 71.221001, 78.32] [64.060997, 70.221001, 78.32] [64.060997, 70.221001, 78.32] [63.060997, 69.221001, 79.32] [63.060997, 69.221001, 79.32] [63.060997, 69.221001, 79.32] [64.060997, 70.221001, 78.32] [64.060997, 70.221001, 78.32] [65.060997, 71.221001, 78.32] [65.060997, 71.221001, 78.32] [65.060997, 71.221001, 78.32] [65.060997, 71.221001, 77.32] [65.060997, 72.221001, 76.32] [64.060997, 72.221001, 75.32] [63.060997, 72.221001, 74.32] [62.060997, 72.221001, 73.32] [62.060997, 72.221001, 73.32] [61.060997, 71.221001, 72.32] [60.060997, 70.221001, 71.32] [60.060997, 70.221001, 71.32] [61.060997, 71.221001, 72.32] [61.060997, 71.221001, 73.32] [61.060997, 71.221001, 74.32] [60.060997, 71.221001, 74.32] [59.060997, 70.221001, 73.32] [58.060997, 69.221001, 73.32] [58.060997, 69.221001, 74.32] [59.060997, 69.221001, 75.32] [59.060997, 69.221001, 76.32] [59.060997, 69.221001, 77.32] [57.060997, 69.221001, 77.32] [54.060997, 67.221001, 75.32] [52.060997, 65.221001, 73.32] [51.060997, 64.221001, 72.32] 
[64.060997, 70.221001, 77.32] [64.060997, 70.221001, 77.32] [63.060997, 69.221001, 76.32] [63.060997, 69.221001, 76.32] [62.060997, 68.221001, 75.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [60.060997, 66.221001, 73.32] [60.060997, 66.221001, 73.32] [60.060997, 66.221001, 73.32] [60.060997, 66.221001, 73.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [61.060997, 67.221001, 74.32] [60.060997, 66.221001, 73.32] [60.060997, 66.221001, 73.32] [60.060997, 66.221001, 73.32] [60.060997, 66.221001, 73.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [61.060997, 67.221001, 74.32] [62.060997, 68.221001, 75.32] [62.060997, 68.221001, 75.32] [63.060997, 69.221001, 76.32] [63.060997, 69.221001, 76.32] [63.060997, 69.221001, 76.32] [64.060997, 70.221001, 77.32] [64.060997, 70.221001, 77.32] [64.060997, 70.221001, 77.32] [64.060997, 70.221001, 78.32] [64.060997, 70.221001, 78.32] [64.060997, 70.221001, 78.32] [64.060997, 70.221001, 78.32] [64.060997, 70.221001, 79.32] [65.060997, 71.221001, 79.32] [65.060997, 71.221001, 78.32] [65.060997, 71.221001, 78.32] [65.060997, 72.221001, 77.32] [65.060997, 72.221001, 76.32] [64.060997, 71.221001, 75.32] [64.060997, 71.221001, 75.32] [62.060997, 72.221001, 73.32] [62.060997, 72.221001, 73.32] [61.060997, 71.221001, 72.32] [61.060997, 71.221001, 72.32] [60.060997, 70.221001, 71.32] [61.060997, 71.221001, 72.32] [63.060997, 73.221001, 74.32] [64.060997, 74.221001, 75.32] [62.060997, 72.221001, 75.32] [59.060997, 70.221001, 73.32] [55.060997, 66.221001, 69.32] [53.060997, 64.221001, 67.32] [53.060997, 64.221001, 68.32] [54.060997, 65.221001, 71.32] [58.060997, 68.221001, 75.32] [60.060997, 70.221001, 78.32] [59.060997, 71.221001, 79.32] [57.060997, 70.221001, 78.32] [53.060997, 66.221001, 74.32] [52.060997, 65.221001, 73.32] 
[64.060997, 70.221001, 77.32] [64.060997, 70.221001, 76.32] [63.060997, 69.221001, 76.32] [63.060997, 69.221001, 75.32] [62.060997, 68.221001, 74.32] [61.060997, 67.221001, 74.32] [60.060997, 67.221001, 73.32] [60.060997, 66.221001, 73.32] [60.060997, 66.221001, 73.32] [60.060997, 66.221001, 73.32] [60.060997, 66.221001, 73.32] [60.060997, 67.221001, 73.32] [61.060997, 67.221001, 74.32] [62.060997, 68.221001, 74.32] [62.060997, 68.221001, 74.32] [61.060997, 68.221001, 74.32] [61.060997, 67.221001, 73.32] [60.060997, 67.221001, 73.32] [60.060997, 67.221001, 73.32] [60.060997, 67.221001, 73.32] [60.060997, 67.221001, 73.32] [61.060997, 67.221001, 73.32] [61.060997, 67.221001, 74.32] [62.060997, 68.221001, 74.32] [62.060997, 68.221001, 75.32] [63.060997, 69.221001, 75.32] [63.060997, 69.221001, 76.32] [63.060997, 70.221001, 76.32] [63.060997, 70.221001, 76.32] [64.060997, 70.221001, 76.32] [64.060997, 70.221001, 77.32] [64.060997, 70.221001, 77.32] [65.060997, 70.221001, 78.32] [65.060997, 70.221001, 79.32] [65.060997, 70.221001, 79.32] [65.060997, 70.221001, 79.32] [65.060997, 71.221001, 79.32] [66.060997, 71.221001, 79.32] [66.060997, 71.221001, 78.32] [65.060997, 71.221001, 78.32] [65.060997, 72.221001, 76.32] [65.060997, 72.221001, 76.32] [64.060997, 71.221001, 75.32] [63.060997, 71.221001, 74.32] [63.060997, 71.221001, 73.32] [62.060997, 71.221001, 72.32] [61.060997, 71.221001, 71.32] [61.060997, 70.221001, 71.32] [60.060997, 70.221001, 70.32] [61.060997, 71.221001, 71.32] [63.060997, 73.221001, 74.32] [64.060997, 74.221001, 75.32] [61.060997, 72.221001, 75.32] [58.060997, 69.221001, 72.32] [54.060997, 65.221001, 68.32] [51.060997, 62.221001, 66.32] [51.060997, 62.221001, 67.32] [53.060997, 64.221001, 69.32] [57.060997, 68.221001, 74.32] [59.060997, 70.221001, 77.32] [59.060997, 71.221001, 78.32] [57.060997, 70.221001, 77.32] [54.060997, 66.221001, 74.32] [52.060997, 65.221001, 72.32] 
[64.060997, 71.221001, 76.32] [64.060997, 70.221001, 75.32] [63.060997, 70.221001, 75.32] [62.060997, 69.221001, 74.32] [62.060997, 68.221001, 73.32] [61.060997, 68.221001, 72.32] [60.060997, 67.221001, 72.32] [60.060997, 67.221001, 72.32] [60.060997, 67.221001, 72.32] [60.060997, 67.221001, 72.32] [60.060997, 67.221001, 72.32] [60.060997, 67.221001, 72.32] [61.060997, 68.221001, 72.32] [61.060997, 68.221001, 73.32] [62.060997, 69.221001, 73.32] [62.060997, 68.221001, 73.32] [61.060997, 68.221001, 72.32] [61.060997, 68.221001, 72.32] [61.060997, 68.221001, 72.32] [61.060997, 68.221001, 72.32] [61.060997, 68.221001, 73.32] [62.060997, 68.221001, 73.32] [62.060997, 69.221001, 74.32] [63.060997, 69.221001, 74.32] [63.060997, 70.221001, 75.32] [64.060997, 70.221001, 75.32] [64.060997, 70.221001, 75.32] [64.060997, 71.221001, 75.32] [64.060997, 71.221001, 76.32] [65.060997, 71.221001, 76.32] [65.060997, 71.221001, 77.32] [65.060997, 71.221001, 78.32] [66.060997, 71.221001, 79.32] [66.060997, 71.221001, 80.32] [66.060997, 71.221001, 80.32] [66.060997, 71.221001, 80.32] [66.060997, 71.221001, 80.32] [67.060997, 71.221001, 79.32] [67.060997, 72.221001, 79.32] [66.060997, 72.221001, 78.32] [65.060997, 72.221001, 77.32] [65.060997, 72.221001, 76.32] [64.060997, 71.221001, 75.32] [64.060997, 71.221001, 74.32] [63.060997, 70.221001, 73.32] [62.060997, 70.221001, 71.32] [62.060997, 70.221001, 70.32] [61.060997, 69.221001, 69.32] [59.060997, 69.221001, 68.32] [59.060997, 69.221001, 69.32] [61.060997, 71.221001, 72.32] [61.060997, 72.221001, 73.32] [60.060997, 71.221001, 73.32] [58.060997, 69.221001, 72.32] [56.060997, 67.221001, 70.32] [54.060997, 65.221001, 69.32] [54.060997, 65.221001, 69.32] [55.060997, 66.221001, 71.32] [57.060997, 67.221001, 73.32] [58.060997, 68.221001, 74.32] [57.060997, 68.221001, 75.32] [56.060997, 67.221001, 74.32] [54.060997, 65.221001, 72.32] [53.060997, 64.221001, 71.32] 
[64.060997, 71.221001, 75.32] [64.060997, 71.221001, 75.32] [63.060997, 70.221001, 74.32] [62.060997, 69.221001, 73.32] [61.060997, 68.221001, 72.32] [61.060997, 68.221001, 72.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [61.060997, 68.221001, 72.32] [61.060997, 68.221001, 72.32] [62.060997, 69.221001, 73.32] [62.060997, 69.221001, 73.32] [62.060997, 69.221001, 73.32] [62.060997, 69.221001, 73.32] [62.060997, 69.221001, 73.32] [62.060997, 69.221001, 73.32] [63.060997, 70.221001, 74.32] [63.060997, 70.221001, 74.32] [64.060997, 71.221001, 75.32] [64.060997, 71.221001, 75.32] [64.060997, 71.221001, 75.32] [65.060997, 72.221001, 76.32] [65.060997, 72.221001, 76.32] [65.060997, 72.221001, 76.32] [66.060997, 73.221001, 77.32] [66.060997, 73.221001, 77.32] [66.060997, 72.221001, 78.32] [66.060997, 72.221001, 79.32] [67.060997, 72.221001, 80.32] [67.060997, 72.221001, 80.32] [67.060997, 72.221001, 80.32] [67.060997, 72.221001, 80.32] [67.060997, 72.221001, 80.32] [67.060997, 72.221001, 80.32] [67.060997, 72.221001, 79.32] [67.060997, 72.221001, 78.32] [66.060997, 72.221001, 77.32] [65.060997, 72.221001, 76.32] [64.060997, 71.221001, 75.32] [64.060997, 71.221001, 74.32] [63.060997, 70.221001, 72.32] [63.060997, 70.221001, 71.32] [62.060997, 69.221001, 70.32] [61.060997, 69.221001, 69.32] [60.060997, 68.221001, 68.32] [59.060997, 69.221001, 68.32] [59.060997, 69.221001, 70.32] [60.060997, 70.221001, 71.32] [59.060997, 70.221001, 72.32] [59.060997, 70.221001, 73.32] [60.060997, 71.221001, 73.32] [59.060997, 70.221001, 74.32] [59.060997, 70.221001, 74.32] [58.060997, 69.221001, 74.32] [57.060997, 68.221001, 73.32] [56.060997, 67.221001, 72.32] [55.060997, 65.221001, 72.32] [54.060997, 64.221001, 71.32] [54.060997, 64.221001, 71.32] [54.060997, 64.221001, 71.32] 
[64.060997, 71.221001, 75.32] [64.060997, 71.221001, 75.32] [63.060997, 70.221001, 74.32] [62.060997, 69.221001, 73.32] [61.060997, 68.221001, 72.32] [61.060997, 68.221001, 72.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [61.060997, 68.221001, 72.32] [61.060997, 68.221001, 72.32] [62.060997, 69.221001, 73.32] [62.060997, 69.221001, 73.32] [63.060997, 70.221001, 74.32] [64.060997, 71.221001, 75.32] [64.060997, 71.221001, 75.32] [64.060997, 71.221001, 75.32] [65.060997, 72.221001, 76.32] [65.060997, 72.221001, 76.32] [65.060997, 72.221001, 76.32] [65.060997, 72.221001, 76.32] [66.060997, 73.221001, 77.32] [66.060997, 73.221001, 77.32] [67.060997, 74.221001, 78.32] [67.060997, 74.221001, 78.32] [68.060997, 75.221001, 79.32] [68.060997, 75.221001, 79.32] [68.060997, 75.221001, 79.32] [68.060997, 74.221001, 80.32] [68.060997, 73.221001, 80.32] [68.060997, 73.221001, 80.32] [68.060997, 73.221001, 80.32] [68.060997, 73.221001, 80.32] [68.060997, 73.221001, 80.32] [68.060997, 73.221001, 79.32] [68.060997, 73.221001, 79.32] [67.060997, 73.221001, 78.32] [67.060997, 72.221001, 77.32] [66.060997, 72.221001, 76.32] [65.060997, 71.221001, 74.32] [64.060997, 71.221001, 73.32] [63.060997, 70.221001, 71.32] [63.060997, 70.221001, 70.32] [62.060997, 69.221001, 69.32] [62.060997, 69.221001, 69.32] [61.060997, 69.221001, 69.32] [60.060997, 68.221001, 68.32] [58.060997, 68.221001, 67.32] [58.060997, 68.221001, 68.32] [60.060997, 70.221001, 71.32] [62.060997, 73.221001, 74.32] [65.060997, 76.221001, 79.32] [67.060997, 78.221001, 81.32] [66.060997, 77.221001, 81.32] [63.060997, 74.221001, 79.32] [58.060997, 69.221001, 74.32] [54.060997, 65.221001, 71.32] [52.060997, 62.221001, 69.32] [52.060997, 62.221001, 69.32] [53.060997, 63.221001, 70.32] [55.060997, 65.221001, 72.32] 
[65.060997, 71.221001, 75.32] [64.060997, 71.221001, 75.32] [64.060997, 70.221001, 74.32] [63.060997, 69.221001, 74.32] [62.060997, 68.221001, 73.32] [61.060997, 68.221001, 72.32] [61.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [60.060997, 67.221001, 71.32] [61.060997, 67.221001, 71.32] [61.060997, 68.221001, 72.32] [62.060997, 68.221001, 72.32] [62.060997, 69.221001, 73.32] [63.060997, 70.221001, 74.32] [65.060997, 71.221001, 75.32] [66.060997, 72.221001, 76.32] [66.060997, 72.221001, 76.32] [66.060997, 72.221001, 76.32] [66.060997, 73.221001, 77.32] [67.060997, 73.221001, 77.32] [67.060997, 73.221001, 77.32] [67.060997, 73.221001, 77.32] [67.060997, 74.221001, 78.32] [68.060997, 74.221001, 78.32] [68.060997, 75.221001, 79.32] [69.060997, 75.221001, 79.32] [69.060997, 76.221001, 80.32] [69.060997, 76.221001, 80.32] [69.060997, 76.221001, 80.32] [69.060997, 75.221001, 80.32] [69.060997, 74.221001, 80.32] [69.060997, 73.221001, 80.32] [69.060997, 73.221001, 80.32] [69.060997, 73.221001, 80.32] [69.060997, 73.221001, 80.32] [68.060997, 73.221001, 80.32] [68.060997, 73.221001, 79.32] [68.060997, 73.221001, 78.32] [67.060997, 72.221001, 77.32] [66.060997, 72.221001, 76.32] [65.060997, 71.221001, 74.32] [64.060997, 71.221001, 72.32] [64.060997, 70.221001, 71.32] [63.060997, 70.221001, 70.32] [62.060997, 69.221001, 69.32] [62.060997, 69.221001, 69.32] [63.060997, 70.221001, 70.32] [62.060997, 69.221001, 69.32] [59.060997, 69.221001, 68.32] [59.060997, 69.221001, 68.32] [60.060997, 70.221001, 71.32] [63.060997, 73.221001, 74.32] [65.060997, 76.221001, 78.32] [66.060997, 77.221001, 80.32] [65.060997, 76.221001, 80.32] [62.060997, 73.221001, 77.32] [57.060997, 68.221001, 73.32] [54.060997, 64.221001, 70.32] [52.060997, 62.221001, 68.32] [53.060997, 62.221001, 69.32] [55.060997, 65.221001, 71.32] [56.060997, 66.221001, 73.32] 
[66.060997, 71.221001, 76.32] [65.060997, 71.221001, 75.32] [65.060997, 70.221001, 75.32] [64.060997, 69.221001, 74.32] [63.060997, 68.221001, 73.32] [62.060997, 68.221001, 72.32] [62.060997, 67.221001, 72.32] [61.060997, 67.221001, 72.32] [61.060997, 66.221001, 71.32] [61.060997, 66.221001, 71.32] [61.060997, 67.221001, 72.32] [62.060997, 67.221001, 72.32] [62.060997, 68.221001, 72.32] [63.060997, 68.221001, 73.32] [63.060997, 69.221001, 73.32] [64.060997, 70.221001, 74.32] [66.060997, 71.221001, 76.32] [67.060997, 72.221001, 77.32] [67.060997, 72.221001, 77.32] [67.060997, 72.221001, 77.32] [67.060997, 73.221001, 77.32] [68.060997, 73.221001, 78.32] [68.060997, 73.221001, 78.32] [68.060997, 73.221001, 78.32] [68.060997, 74.221001, 78.32] [69.060997, 74.221001, 79.32] [69.060997, 75.221001, 79.32] [70.060997, 75.221001, 80.32] [70.060997, 75.221001, 80.32] [70.060997, 75.221001, 80.32] [70.060997, 76.221001, 81.32] [70.060997, 75.221001, 81.32] [70.060997, 74.221001, 81.32] [70.060997, 73.221001, 81.32] [70.060997, 73.221001, 81.32] [70.060997, 73.221001, 81.32] [70.060997, 73.221001, 81.32] [69.060997, 73.221001, 80.32] [69.060997, 74.221001, 79.32] [68.060997, 73.221001, 78.32] [68.060997, 73.221001, 78.32] [67.060997, 72.221001, 77.32] [66.060997, 71.221001, 75.32] [65.060997, 71.221001, 73.32] [65.060997, 71.221001, 71.32] [64.060997, 70.221001, 70.32] [63.060997, 70.221001, 70.32] [63.060997, 70.221001, 70.32] [64.060997, 71.221001, 71.32] [64.060997, 72.221001, 71.32] [63.060997, 72.221001, 72.32] [62.060997, 72.221001, 72.32] [62.060997, 72.221001, 72.32] [61.060997, 71.221001, 72.32] [60.060997, 70.221001, 71.32] [58.060997, 68.221001, 70.32] [56.060997, 66.221001, 70.32] [55.060997, 65.221001, 69.32] [55.060997, 65.221001, 69.32] [55.060997, 65.221001, 69.32] [56.060997, 65.221001, 71.32] [57.060997, 66.221001, 72.32] [58.060997, 67.221001, 73.32] [58.060997, 67.221001, 74.32] 
[67.060997, 71.221001, 76.32] [66.060997, 71.221001, 76.32] [65.060997, 70.221001, 75.32] [65.060997, 70.221001, 74.32] [64.060997, 69.221001, 74.32] [63.060997, 68.221001, 73.32] [62.060997, 67.221001, 72.32] [62.060997, 67.221001, 72.32] [62.060997, 66.221001, 71.32] [62.060997, 66.221001, 71.32] [62.060997, 67.221001, 72.32] [62.060997, 67.221001, 72.32] [63.060997, 68.221001, 73.32] [64.060997, 68.221001, 73.32] [64.060997, 69.221001, 74.32] [65.060997, 70.221001, 74.32] [66.060997, 70.221001, 75.32] [67.060997, 71.221001, 76.32] [67.060997, 71.221001, 76.32] [67.060997, 71.221001, 76.32] [67.060997, 72.221001, 77.32] [68.060997, 72.221001, 77.32] [68.060997, 72.221001, 77.32] [68.060997, 73.221001, 77.32] [68.060997, 73.221001, 78.32] [69.060997, 73.221001, 78.32] [69.060997, 74.221001, 79.32] [70.060997, 74.221001, 79.32] [70.060997, 74.221001, 79.32] [70.060997, 74.221001, 80.32] [70.060997, 75.221001, 80.32] [71.060997, 75.221001, 81.32] [70.060997, 74.221001, 81.32] [70.060997, 73.221001, 81.32] [70.060997, 73.221001, 81.32] [70.060997, 73.221001, 81.32] [70.060997, 73.221001, 81.32] [70.060997, 73.221001, 80.32] [69.060997, 74.221001, 79.32] [69.060997, 74.221001, 78.32] [69.060997, 73.221001, 78.32] [68.060997, 73.221001, 77.32] [67.060997, 72.221001, 75.32] [66.060997, 72.221001, 73.32] [65.060997, 71.221001, 72.32] [65.060997, 71.221001, 71.32] [64.060997, 71.221001, 70.32] [64.060997, 70.221001, 70.32] [64.060997, 71.221001, 71.32] [65.060997, 72.221001, 72.32] [67.060997, 75.221001, 75.32] [66.060997, 75.221001, 75.32] [63.060997, 72.221001, 73.32] [57.060997, 67.221001, 68.32] [50.060997, 59.221001, 60.32] [45.060997, 54.221001, 56.32] [43.060997, 52.221001, 55.32] [44.060997, 53.221001, 57.32] [50.060997, 59.221001, 63.32] [55.060997, 64.221001, 69.32] [59.060997, 68.221001, 73.32] [60.060997, 69.221001, 75.32] [59.060997, 68.221001, 74.32] [58.060997, 67.221001, 73.32] 
